sourceId,latitude,longtitude,max(air_temperature P1D),max(relative_humidity P1D),max(wind_speed P1D),mean(air_temperature P1D),mean(relative_humidity P1D),mean(wind_speed P1D),sum(precipitation_amount P1D),day,month,year
SN69100,63.4597,10.9305,8.35,96.0,7.3,5.550000000000001,81.0,2.9,1.8,4,10,2018
SN69100,63.4597,10.9305,12.1,83.0,10.8,7.7,63.0,6.0,4.8,5,10,2018
SN69100,63.4597,10.9305,8.649999999999999,99.0,11.7,6.7,87.0,4.9,5.55,6,10,2018
SN69100,63.4597,10.9305,10.0,99.0,7.7,3.8,74.0,4.0,5.15,7,10,2018
SN69100,63.4597,10.9305,11.3,94.0,9.3,7.4,75.0,5.1,2.85,8,10,2018
SN69100,63.4597,10.9305,9.2,98.0,5.5,6.9,93.0,2.4,2.2,9,10,2018
SN69100,63.4597,10.9305,13.1,98.0,6.2,8.7,86.0,2.9,2.65,10,10,2018
SN69100,63.4597,10.9305,19.6,100.0,8.4,9.9,73.0,3.0,0.2,11,10,2018
SN69100,63.4597,10.9305,19.2,69.0,8.7,14.95,57.0,4.6,0.0,12,10,2018
SN69100,63.4597,10.9305,20.6,96.0,12.9,15.85,74.0,6.2,2.15,13,10,2018
SN69100,63.4597,10.9305,22.1,97.0,9.6,15.6,74.0,6.8,4.35,14,10,2018
SN69100,63.4597,10.9305,9.9,99.0,10.0,10.1,88.0,3.0,16.8,15,10,2018
SN69100,63.4597,10.9305,13.0,99.0,4.8,7.2,69.0,3.1,0.0,16,10,2018
SN69100,63.4597,10.9305,16.8,95.0,11.3,10.6,75.0,2.5,2.35,17,10,2018
SN69100,63.4597,10.9305,8.95,94.0,9.4,8.350000000000001,79.0,6.6,2.75,18,10,2018
SN69100,63.4597,10.9305,10.1,91.0,7.0,7.75,84.0,3.5,1.1,19,10,2018
SN69100,63.4597,10.9305,11.0,97.0,4.2,7.6,83.0,2.4,0.0,20,10,2018
SN69100,63.4597,10.9305,11.0,98.0,10.0,8.399999999999999,86.0,4.1,9.3,21,10,2018
SN69100,63.4597,10.9305,6.95,90.0,12.2,5.8,83.0,6.7,7.550000000000001,22,10,2018
SN69100,63.4597,10.9305,5.8,97.0,11.4,3.9,86.0,6.6,5.25,23,10,2018
SN69100,63.4597,10.9305,6.0,94.0,14.5,4.2,84.0,8.6,10.75,24,10,2018
SN69100,63.4597,10.9305,4.9,97.0,7.2,3.5,92.0,4.3,6.5,25,10,2018
SN69100,63.4597,10.9305,4.25,99.0,3.7,2.7,93.0,1.7,3.5500000000000003,26,10,2018
SN69100,63.4597,10.9305,3.3,96.0,3.6,-0.9,87.0,2.4,0.3,27,10,2018
SN69100,63.4597,10.9305,0.6,94.0,4.9,-3.2,82.0,3.5,0.0,28,10,2018
SN69100,63.4597,10.9305,1.7,78.0,8.7,-1.85,58.0,5.1,0.0,29,10,2018
SN69100,63.4597,10.9305,4.75,80.0,8.1,1.4,65.0,5.2,0.0,30,10,2018
SN69100,63.4597,10.9305,8.7,94.0,12.2,5.4,78.0,4.2,0.55,31,10,2018
SN69100,63.4597,10.9305,9.35,98.0,10.4,5.6,70.0,5.2,0.65,1,11,2018
SN69100,63.4597,10.9305,10.2,95.0,11.3,7.7,77.0,4.6,3.2,2,11,2018
SN69100,63.4597,10.9305,7.550000000000001,97.0,5.3,4.85,78.0,3.5,3.0,3,11,2018
SN69100,63.4597,10.9305,12.5,80.0,7.4,8.6,60.0,4.1,1.3,4,11,2018
SN69100,63.4597,10.9305,11.05,91.0,4.0,8.75,66.0,2.7,0.0,5,11,2018
SN69100,63.4597,10.9305,6.15,94.0,5.1,3.7,85.0,3.6,0.0,6,11,2018
SN69100,63.4597,10.9305,4.95,98.0,4.6,1.85,92.0,2.4,0.0,7,11,2018
SN69100,63.4597,10.9305,9.7,94.0,6.3,3.75,82.0,3.0,0.0,8,11,2018
SN69100,63.4597,10.9305,5.6,99.0,4.3,3.05,94.0,2.4,0.0,9,11,2018
SN69100,63.4597,10.9305,10.65,96.0,9.4,4.85,70.0,5.9,0.0,10,11,2018
SN69100,63.4597,10.9305,12.4,76.0,9.3,10.2,62.0,6.1,0.5,11,11,2018
SN69100,63.4597,10.9305,11.9,98.0,6.1,10.1,78.0,3.7,1.4500000000000002,12,11,2018
SN69100,63.4597,10.9305,7.25,99.0,3.1,5.35,93.0,2.3,3.55,13,11,2018
SN69100,63.4597,10.9305,6.95,95.0,4.5,2.15,83.0,3.0,0.0,14,11,2018
SN69100,63.4597,10.9305,12.3,93.0,5.5,6.15,77.0,2.7,0.0,15,11,2018
SN69100,63.4597,10.9305,12.9,97.0,4.1,9.2,76.0,2.0,2.0,16,11,2018
SN69100,63.4597,10.9305,8.1,99.0,2.8,7.0,98.0,1.5,2.7,17,11,2018
SN69100,63.4597,10.9305,5.699999999999999,100.0,4.9,2.9,91.0,3.2,0.0,18,11,2018
SN69100,63.4597,10.9305,-0.95,95.0,4.7,-1.85,91.0,2.7,0.0,19,11,2018
SN69100,63.4597,10.9305,0.1,97.0,5.0,-2.45,94.0,2.9,0.0,20,11,2018
SN69100,63.4597,10.9305,1.2,92.0,6.0,-2.25,84.0,3.9,0.0,21,11,2018
SN69100,63.4597,10.9305,-1.25,88.0,4.9,-3.9,84.0,3.5,0.0,22,11,2018
SN69100,63.4597,10.9305,0.5,99.0,3.1,-1.05,95.0,1.9,0.4499999999999999,23,11,2018
SN69100,63.4597,10.9305,0.7,99.0,2.7,0.15,99.0,1.7,0.4499999999999999,24,11,2018
SN69100,63.4597,10.9305,3.1500000000000004,98.0,8.5,0.95,92.0,4.0,0.25,25,11,2018
SN69100,63.4597,10.9305,3.5,98.0,8.6,1.8,90.0,3.9,0.8500000000000001,26,11,2018
SN69100,63.4597,10.9305,-0.8,97.0,4.8,-1.5,91.0,3.6,0.1,27,11,2018
SN69100,63.4597,10.9305,1.55,87.0,10.5,-4.949999999999999,74.0,4.6,0.0,28,11,2018
SN69100,63.4597,10.9305,7.35,63.0,11.2,1.95,57.0,6.2,0.3,29,11,2018
SN69100,63.4597,10.9305,9.8,62.0,10.9,7.55,57.0,6.9,0.4,30,11,2018
SN69100,63.4597,10.9305,9.4,59.0,9.9,8.0,55.0,5.8,0.0,1,12,2018
SN69100,63.4597,10.9305,8.0,68.0,8.8,6.15,58.0,5.0,0.0,2,12,2018
SN69100,63.4597,10.9305,6.449999999999999,97.0,5.0,3.35,85.0,2.8,0.0,3,12,2018
SN69100,63.4597,10.9305,4.3,94.0,15.2,2.5,85.0,10.4,7.75,4,12,2018
SN69100,63.4597,10.9305,2.35,98.0,12.4,1.5,85.0,6.9,5.1,5,12,2018
SN69100,63.4597,10.9305,1.3,97.0,8.1,-1.4,88.0,3.6,2.3,6,12,2018
SN69100,63.4597,10.9305,-0.1,94.0,4.5,-3.05,85.0,2.8,0.15,7,12,2018
SN69100,63.4597,10.9305,1.25,98.0,5.7,-0.7000000000000001,89.0,2.5,0.2,8,12,2018
SN69100,63.4597,10.9305,1.4,97.0,5.0,0.15,95.0,2.8,3.45,9,12,2018
SN69100,63.4597,10.9305,3.95,98.0,7.6,1.3,86.0,4.5,1.35,10,12,2018
SN69100,63.4597,10.9305,3.9,100.0,5.6,1.3,94.0,2.7,0.0,11,12,2018
SN69100,63.4597,10.9305,-2.4000000000000004,96.0,4.5,-5.1,90.0,3.5,0.0,12,12,2018
SN69100,63.4597,10.9305,-9.55,88.0,4.7,-10.5,86.0,3.8,0.0,13,12,2018
SN69100,63.4597,10.9305,-12.2,86.0,4.5,-13.2,85.0,3.6,0.0,14,12,2018
SN69100,63.4597,10.9305,-1.65,88.0,7.6,-12.3,77.0,3.9,0.0,15,12,2018
SN69100,63.4597,10.9305,2.4,62.0,9.1,-2.5,58.0,6.0,0.0,16,12,2018
SN69100,63.4597,10.9305,1.15,88.0,6.5,-1.15,75.0,3.1,0.0,17,12,2018
SN69100,63.4597,10.9305,-2.75,92.0,5.7,-5.300000000000001,76.0,4.1,0.0,18,12,2018
SN69100,63.4597,10.9305,4.2,62.0,9.9,-1.6,59.0,6.7,0.0,19,12,2018
SN69100,63.4597,10.9305,4.7,62.0,11.5,3.3,60.0,8.1,0.0,20,12,2018
SN69100,63.4597,10.9305,2.5,63.0,8.5,1.25,59.0,6.2,0.0,21,12,2018
SN69100,63.4597,10.9305,-0.2,66.0,6.6,-1.15,61.0,4.1,0.0,22,12,2018
SN69100,63.4597,10.9305,-3.2,84.0,4.4,-4.05,76.0,3.2,0.0,23,12,2018
SN69100,63.4597,10.9305,4.1,91.0,8.8,-1.2,86.0,6.0,0.75,24,12,2018
SN69100,63.4597,10.9305,7.4,94.0,16.0,4.5,84.0,11.0,16.7,25,12,2018
SN69100,63.4597,10.9305,7.5,99.0,10.2,5.1,91.0,5.3,6.85,26,12,2018
SN69100,63.4597,10.9305,6.6,97.0,6.7,4.65,90.0,3.8,1.45,27,12,2018
SN69100,63.4597,10.9305,6.2,99.0,7.0,4.05,92.0,3.5,3.55,28,12,2018
SN69100,63.4597,10.9305,5.8,93.0,10.1,3.9,85.0,6.8,6.25,29,12,2018
SN69100,63.4597,10.9305,3.35,98.0,7.7,2.05,92.0,3.5,8.85,30,12,2018
SN69100,63.4597,10.9305,10.0,92.0,11.0,3.3,77.0,5.4,4.6,31,12,2018
SN69100,63.4597,10.9305,6.95,89.0,15.2,4.15,79.0,7.7,6.2,1,1,2019
SN69100,63.4597,10.9305,3.2,96.0,11.8,1.5499999999999998,90.0,6.8,1.6,2,1,2019
SN69100,63.4597,10.9305,6.550000000000001,99.0,14.3,3.2,92.0,7.8,1.9,3,1,2019
SN69100,63.4597,10.9305,7.9,98.0,11.2,6.2,94.0,8.1,8.649999999999999,4,1,2019
SN69100,63.4597,10.9305,6.35,100.0,7.7,5.75,97.0,2.9,1.2,5,1,2019
SN69100,63.4597,10.9305,6.3,100.0,8.9,5.3,94.0,4.5,6.95,6,1,2019
SN69100,63.4597,10.9305,4.75,91.0,7.5,3.6,81.0,4.3,0.8,7,1,2019
SN69100,63.4597,10.9305,2.7,95.0,6.4,1.5,88.0,3.7,0.2,8,1,2019
SN69100,63.4597,10.9305,1.9,95.0,7.0,1.2,85.0,4.7,0.0,9,1,2019
SN69100,63.4597,10.9305,7.8,98.0,18.0,2.6,88.0,7.4,5.6,10,1,2019
SN69100,63.4597,10.9305,5.85,94.0,20.6,3.5,86.0,15.6,7.25,11,1,2019
SN69100,63.4597,10.9305,2.95,98.0,10.6,1.7000000000000002,94.0,3.6,2.45,12,1,2019
SN69100,63.4597,10.9305,3.2,98.0,15.1,0.3,89.0,7.6,1.7999999999999998,13,1,2019
SN69100,63.4597,10.9305,2.3,97.0,18.4,-0.6,84.0,7.7,4.65,14,1,2019
SN69100,63.4597,10.9305,-0.8,97.0,7.9,-3.1,90.0,3.6,2.1,15,1,2019
SN69100,63.4597,10.9305,-4.6,95.0,5.1,-8.25,88.0,3.3,0.8,16,1,2019
SN69100,63.4597,10.9305,-0.7,96.0,10.8,-5.9,90.0,4.0,5.05,17,1,2019
SN69100,63.4597,10.9305,-0.1,98.0,10.1,-2.25,92.0,6.4,5.449999999999999,18,1,2019
SN69100,63.4597,10.9305,0.8,97.0,11.0,-1.25,88.0,7.0,2.6,19,1,2019
SN69100,63.4597,10.9305,-1.6,97.0,5.7,-4.25,92.0,2.9,2.2,20,1,2019
SN69100,63.4597,10.9305,-6.6,95.0,4.6,-9.25,90.0,2.9,0.35,21,1,2019
SN69100,63.4597,10.9305,-7.6,96.0,4.5,-10.0,89.0,3.0,0.3,22,1,2019
SN69100,63.4597,10.9305,-9.25,91.0,5.1,-11.35,84.0,3.0,0.0,23,1,2019
SN69100,63.4597,10.9305,-5.550000000000001,92.0,5.1,-9.85,82.0,2.9,0.0,24,1,2019
SN69100,63.4597,10.9305,-3.1,87.0,6.8,-6.6,75.0,4.0,0.0,25,1,2019
SN69100,63.4597,10.9305,-1.9,59.0,9.2,-4.25,55.0,7.1,0.0,26,1,2019
SN69100,63.4597,10.9305,-3.85,58.0,7.5,-4.65,54.0,6.5,0.0,27,1,2019
SN69100,63.4597,10.9305,-1.8,84.0,6.8,-4.85,61.0,3.9,0.0,28,1,2019
SN69100,63.4597,10.9305,-4.1,87.0,4.7,-6.949999999999999,69.0,3.0,0.0,29,1,2019
SN69100,63.4597,10.9305,-0.0499999999999999,74.0,4.6,-6.6,66.0,3.2,0.0,30,1,2019
SN69100,63.4597,10.9305,1.0,59.0,10.0,-1.7000000000000002,51.0,5.6,0.0,31,1,2019
SN69100,63.4597,10.9305,0.3,66.0,7.5,-1.7,57.0,4.6,0.0,1,2,2019
SN69100,63.4597,10.9305,-3.45,67.0,7.4,-4.2,61.0,5.6,0.0,2,2,2019
SN69100,63.4597,10.9305,-5.300000000000001,85.0,4.7,-7.199999999999999,67.0,3.5,0.0,3,2,2019
SN69100,63.4597,10.9305,-2.8,91.0,3.6,-8.55,81.0,2.3,0.5,4,2,2019
SN69100,63.4597,10.9305,-8.5,91.0,4.7,-12.4,82.0,3.3,0.0,5,2,2019
SN69100,63.4597,10.9305,0.2,94.0,5.0,-9.45,79.0,3.0,0.0,6,2,2019
SN69100,63.4597,10.9305,4.9,94.0,6.0,-0.6499999999999999,65.0,2.9,0.5,7,2,2019
SN69100,63.4597,10.9305,2.95,97.0,4.4,0.8,86.0,3.1,0.2,8,2,2019
SN69100,63.4597,10.9305,4.8,100.0,7.4,0.85,76.0,3.3,0.3,9,2,2019
SN69100,63.4597,10.9305,2.6,99.0,8.7,0.7,92.0,3.9,2.3,10,2,2019
SN69100,63.4597,10.9305,1.75,98.0,11.8,0.4,90.0,6.9,1.25,11,2,2019
SN69100,63.4597,10.9305,2.9000000000000004,96.0,11.3,0.2499999999999999,86.0,5.0,2.2,12,2,2019
SN69100,63.4597,10.9305,6.1,92.0,16.0,3.35,82.0,8.3,5.1,13,2,2019
SN69100,63.4597,10.9305,11.1,86.0,14.9,5.0,72.0,7.0,0.65,14,2,2019
SN69100,63.4597,10.9305,7.3,100.0,5.8,4.8,94.0,2.5,4.2,15,2,2019
SN69100,63.4597,10.9305,5.1,100.0,10.2,2.85,83.0,6.4,0.25,16,2,2019
SN69100,63.4597,10.9305,5.8,93.0,5.2,2.6,73.0,3.3,0.25,17,2,2019
SN69100,63.4597,10.9305,10.9,80.0,8.1,5.55,59.0,3.5,0.0,18,2,2019
SN69100,63.4597,10.9305,7.1,91.0,12.0,5.300000000000001,71.0,4.0,0.5,19,2,2019
SN69100,63.4597,10.9305,3.6,95.0,7.4,1.7,75.0,3.4,0.5,20,2,2019
SN69100,63.4597,10.9305,2.4,92.0,7.7,0.9,76.0,5.5,0.85,21,2,2019
SN69100,63.4597,10.9305,4.9,99.0,6.4,1.75,87.0,2.7,0.9,22,2,2019
SN69100,63.4597,10.9305,7.0,99.0,3.7,2.35,95.0,1.8,0.05,23,2,2019
SN69100,63.4597,10.9305,7.7,100.0,15.5,3.75,79.0,9.2,0.8,24,2,2019
SN69100,63.4597,10.9305,8.1,93.0,13.3,6.35,81.0,7.1,0.6,25,2,2019
SN69100,63.4597,10.9305,8.3,88.0,9.6,6.300000000000001,77.0,3.5,0.2,26,2,2019
SN69100,63.4597,10.9305,8.3,88.0,15.9,5.65,74.0,11.1,0.9,27,2,2019
SN69100,63.4597,10.9305,5.15,98.0,13.4,3.85,91.0,9.0,3.7,28,2,2019
SN69100,63.4597,10.9305,3.3,98.0,9.7,1.7,83.0,6.8,4.4,1,3,2019
SN69100,63.4597,10.9305,2.55,98.0,10.3,1.35,92.0,5.3,4.45,2,3,2019
SN69100,63.4597,10.9305,2.1,86.0,7.3,0.15,75.0,5.0,3.15,3,3,2019
SN69100,63.4597,10.9305,0.9,79.0,4.7,-1.35,72.0,3.6,0.0,4,3,2019
SN69100,63.4597,10.9305,-2.9,84.0,5.2,-6.35,69.0,4.2,0.0,5,3,2019
SN69100,63.4597,10.9305,-1.1,79.0,4.9,-7.8,68.0,4.1,0.0,6,3,2019
SN69100,63.4597,10.9305,-0.6,95.0,5.3,-4.199999999999999,79.0,3.8,0.15,7,3,2019
SN69100,63.4597,10.9305,2.4,95.0,12.9,-1.55,81.0,6.4,1.1,8,3,2019
SN69100,63.4597,10.9305,1.3,91.0,8.9,-1.65,75.0,5.5,0.6499999999999999,9,3,2019
SN69100,63.4597,10.9305,1.2,91.0,5.2,-6.0,76.0,2.8,0.1,10,3,2019
SN69100,63.4597,10.9305,2.1,96.0,5.7,-5.2,76.0,3.2,0.05,11,3,2019
SN69100,63.4597,10.9305,1.4,87.0,13.7,-2.7,58.0,7.4,1.6,12,3,2019
SN69100,63.4597,10.9305,0.9,97.0,15.9,-0.6000000000000001,69.0,5.8,0.4499999999999999,13,3,2019
SN69100,63.4597,10.9305,6.5,97.0,4.3,0.0999999999999999,85.0,1.7,0.8500000000000001,14,3,2019
SN69100,63.4597,10.9305,5.7,93.0,4.4,0.8,70.0,2.5,0.05,15,3,2019
SN69100,63.4597,10.9305,4.0,81.0,3.8,-0.75,73.0,2.6,0.0,16,3,2019
SN69100,63.4597,10.9305,3.1,84.0,7.8,0.25,68.0,4.9,0.0,17,3,2019
SN69100,63.4597,10.9305,4.7,88.0,9.6,1.35,72.0,5.3,0.0,18,3,2019
SN69100,63.4597,10.9305,7.4,86.0,7.9,3.25,60.0,3.7,0.0,19,3,2019
SN69100,63.4597,10.9305,6.4,95.0,11.6,4.45,85.0,5.6,3.75,20,3,2019
SN69100,63.4597,10.9305,8.9,94.0,15.3,4.6,69.0,8.2,2.5,21,3,2019
SN69100,63.4597,10.9305,8.9,82.0,13.0,4.7,54.0,6.8,0.45,22,3,2019
SN69100,63.4597,10.9305,7.7,94.0,19.0,5.1,80.0,9.8,6.6,23,3,2019
SN69100,63.4597,10.9305,3.7,100.0,15.5,1.7999999999999998,91.0,3.7,19.1,24,3,2019
SN69100,63.4597,10.9305,3.1,99.0,17.7,-0.5,85.0,6.8,16.0,25,3,2019
SN69100,63.4597,10.9305,3.9,99.0,14.9,1.65,84.0,5.0,0.6,26,3,2019
SN69100,63.4597,10.9305,6.5,95.0,9.3,3.55,87.0,4.9,1.1,27,3,2019
SN69100,63.4597,10.9305,14.4,97.0,10.5,5.949999999999999,71.0,4.9,0.75,28,3,2019
SN69100,63.4597,10.9305,11.9,96.0,12.6,7.15,84.0,6.9,5.55,29,3,2019
SN69100,63.4597,10.9305,4.7,97.0,9.8,2.2,90.0,5.9,9.9,30,3,2019
SN69100,63.4597,10.9305,3.5,98.0,11.9,0.5,88.0,8.3,8.8,31,3,2019
SN69100,63.4597,10.9305,7.5,99.0,3.6,1.2,77.0,2.2,1.7,1,4,2019
SN69100,63.4597,10.9305,7.1,71.0,5.4,3.0,52.0,3.4,0.0,2,4,2019
SN69100,63.4597,10.9305,11.2,86.0,4.9,5.25,53.0,3.2,0.0,3,4,2019
SN69100,63.4597,10.9305,10.1,86.0,5.2,4.6,68.0,3.4,0.0,4,4,2019
SN69100,63.4597,10.9305,9.5,66.0,10.5,6.4,56.0,6.5,0.0,5,4,2019
SN69100,63.4597,10.9305,8.4,72.0,8.9,5.1,57.0,5.1,0.0,6,4,2019
SN69100,63.4597,10.9305,5.8,79.0,7.0,4.800000000000001,64.0,4.5,0.0,7,4,2019
SN69100,63.4597,10.9305,5.8,93.0,5.7,2.0,60.0,3.2,0.0,8,4,2019
SN69100,63.4597,10.9305,4.5,85.0,6.7,0.7000000000000001,52.0,3.7,0.0,9,4,2019
SN69100,63.4597,10.9305,3.8,74.0,5.4,-0.8500000000000001,51.0,3.6,0.0,10,4,2019
SN69100,63.4597,10.9305,7.5,66.0,6.2,-0.3,46.0,3.4,0.0,11,4,2019
SN69100,63.4597,10.9305,7.2,74.0,5.2,0.65,55.0,3.6,0.0,12,4,2019
SN69100,63.4597,10.9305,7.0,73.0,5.5,1.4500000000000002,59.0,3.9,0.0,13,4,2019
SN69100,63.4597,10.9305,9.2,67.0,5.9,2.3,49.0,3.8,0.0,14,4,2019
SN69100,63.4597,10.9305,10.1,62.0,5.7,3.3,48.0,3.7,0.0,15,4,2019
SN69100,63.4597,10.9305,16.0,62.0,6.2,6.3,37.0,4.1,0.0,16,4,2019
SN69100,63.4597,10.9305,15.5,66.0,6.2,9.15,43.0,3.8,0.0,17,4,2019
SN69100,63.4597,10.9305,17.5,77.0,4.5,8.05,54.0,2.7,0.0,18,4,2019
SN69100,63.4597,10.9305,18.1,74.0,4.7,9.55,53.0,3.0,0.0,19,4,2019
SN69100,63.4597,10.9305,19.5,81.0,6.4,9.8,58.0,3.0,0.0,20,4,2019
SN69100,63.4597,10.9305,12.35,93.0,6.0,9.8,83.0,1.9,0.5,21,4,2019
SN69100,63.4597,10.9305,22.4,90.0,6.9,10.35,64.0,2.7,0.4,22,4,2019
SN69100,63.4597,10.9305,21.7,82.0,6.5,12.7,49.0,4.2,0.0,23,4,2019
SN69100,63.4597,10.9305,19.6,49.0,10.0,15.45,34.0,5.5,0.0,24,4,2019
SN69100,63.4597,10.9305,21.0,44.0,8.4,15.5,33.0,6.1,0.0,25,4,2019
SN69100,63.4597,10.9305,19.9,60.0,9.4,15.8,46.0,5.5,0.0,26,4,2019
SN69100,63.4597,10.9305,21.2,60.0,7.9,16.1,42.0,5.4,0.05,27,4,2019
SN69100,63.4597,10.9305,23.3,67.0,6.9,16.25,42.0,3.9,0.05,28,4,2019
SN69100,63.4597,10.9305,17.4,94.0,6.0,13.1,73.0,3.8,1.25,29,4,2019
SN69100,63.4597,10.9305,13.2,98.0,7.1,10.4,87.0,3.4,3.35,30,4,2019
SN69100,63.4597,10.9305,7.6,93.0,9.2,7.2,87.0,4.4,5.55,1,5,2019
SN69100,63.4597,10.9305,7.5,88.0,9.2,3.95,74.0,5.1,4.65,2,5,2019
SN69100,63.4597,10.9305,5.5,93.0,6.4,2.4,68.0,4.1,1.95,3,5,2019
SN69100,63.4597,10.9305,5.2,89.0,13.0,3.5,81.0,8.6,0.8,4,5,2019
SN69100,63.4597,10.9305,5.5,97.0,13.9,2.9,89.0,5.0,8.5,5,5,2019
SN69100,63.4597,10.9305,6.7,99.0,7.6,2.3,76.0,4.2,1.15,6,5,2019
SN69100,63.4597,10.9305,8.1,97.0,9.3,3.05,78.0,5.8,0.35,7,5,2019
SN69100,63.4597,10.9305,9.0,95.0,6.5,4.4,64.0,4.3,0.65,8,5,2019
SN69100,63.4597,10.9305,11.2,76.0,10.3,5.949999999999999,58.0,5.8,0.0,9,5,2019
SN69100,63.4597,10.9305,13.3,94.0,8.1,9.8,62.0,5.5,0.0,10,5,2019
SN69100,63.4597,10.9305,9.05,94.0,9.6,7.2,85.0,5.7,9.35,11,5,2019
SN69100,63.4597,10.9305,9.2,79.0,10.6,5.35,65.0,7.1,3.5500000000000003,12,5,2019
SN69100,63.4597,10.9305,8.2,94.0,9.4,4.949999999999999,77.0,5.1,2.3,13,5,2019
SN69100,63.4597,10.9305,11.7,96.0,3.8,5.65,83.0,2.3,2.0,14,5,2019
SN69100,63.4597,10.9305,16.9,98.0,4.4,9.35,84.0,2.2,1.1,15,5,2019
SN69100,63.4597,10.9305,15.0,93.0,6.4,10.3,82.0,3.8,0.4,16,5,2019
SN69100,63.4597,10.9305,23.4,93.0,5.4,12.4,65.0,3.2,0.0,17,5,2019
SN69100,63.4597,10.9305,22.6,65.0,7.6,16.75,44.0,4.7,0.4,18,5,2019
SN69100,63.4597,10.9305,19.2,86.0,6.2,16.5,65.0,3.8,0.25,19,5,2019
SN69100,63.4597,10.9305,21.8,86.0,4.4,15.05,67.0,2.8,0.55,20,5,2019
SN69100,63.4597,10.9305,24.4,86.0,5.1,16.15,70.0,2.6,0.0,21,5,2019
SN69100,63.4597,10.9305,23.65,77.0,6.1,18.15,65.0,3.9,0.0,22,5,2019
SN69100,63.4597,10.9305,21.65,96.0,10.1,16.8,82.0,5.4,1.8,23,5,2019
SN69100,63.4597,10.9305,17.8,97.0,9.9,12.25,72.0,5.2,0.3,24,5,2019
SN69100,63.4597,10.9305,12.5,82.0,8.2,10.75,70.0,5.3,0.3,25,5,2019
SN69100,63.4597,10.9305,11.4,82.0,8.9,8.3,68.0,4.7,0.9,26,5,2019
SN69100,63.4597,10.9305,11.2,90.0,6.8,7.5,70.0,3.8,0.1,27,5,2019
SN69100,63.4597,10.9305,10.7,96.0,11.3,6.6,74.0,4.2,0.7000000000000001,28,5,2019
SN69100,63.4597,10.9305,11.4,97.0,11.9,5.55,75.0,5.9,11.55,29,5,2019
SN69100,63.4597,10.9305,11.1,94.0,11.0,5.95,82.0,5.2,4.3,30,5,2019
SN69100,63.4597,10.9305,8.4,94.0,14.7,5.9,86.0,8.4,19.05,31,5,2019
SN69100,63.4597,10.9305,15.2,95.0,8.2,7.8,72.0,4.4,10.4,1,6,2019
SN69100,63.4597,10.9305,15.5,90.0,4.7,10.85,68.0,2.4,0.2,2,6,2019
SN69100,63.4597,10.9305,21.9,82.0,6.4,15.0,64.0,4.0,0.0,3,6,2019
SN69100,63.4597,10.9305,20.6,94.0,8.3,14.3,77.0,3.6,1.1,4,6,2019
SN69100,63.4597,10.9305,20.7,100.0,6.0,13.55,73.0,3.6,1.1,5,6,2019
SN69100,63.4597,10.9305,25.0,91.0,6.1,16.95,69.0,3.2,0.25,6,6,2019
SN69100,63.4597,10.9305,23.3,96.0,7.9,17.8,81.0,4.7,3.85,7,6,2019
SN69100,63.4597,10.9305,25.1,97.0,5.4,14.45,77.0,2.7,8.0,8,6,2019
SN69100,63.4597,10.9305,21.0,93.0,8.8,16.75,73.0,3.8,3.05,9,6,2019
SN69100,63.4597,10.9305,15.95,92.0,7.4,13.1,78.0,3.3,4.05,10,6,2019
SN69100,63.4597,10.9305,19.6,95.0,4.0,12.8,64.0,2.7,0.0,11,6,2019
SN69100,63.4597,10.9305,18.9,89.0,8.2,14.15,60.0,4.4,0.0,12,6,2019
SN69100,63.4597,10.9305,20.0,91.0,8.6,14.25,70.0,5.3,0.2,13,6,2019
SN69100,63.4597,10.9305,21.2,91.0,6.7,15.3,73.0,3.6,0.0,14,6,2019
SN69100,63.4597,10.9305,21.4,92.0,3.9,15.9,72.0,2.5,0.4,15,6,2019
SN69100,63.4597,10.9305,25.3,92.0,11.0,16.950000000000003,75.0,4.9,0.1,16,6,2019
SN69100,63.4597,10.9305,19.1,94.0,10.4,15.55,75.0,3.9,1.55,17,6,2019
SN69100,63.4597,10.9305,21.0,91.0,10.4,14.75,75.0,4.1,2.6,18,6,2019
SN69100,63.4597,10.9305,22.7,94.0,6.0,14.85,68.0,3.2,6.55,19,6,2019
SN69100,63.4597,10.9305,21.3,94.0,6.7,16.5,76.0,3.7,4.15,20,6,2019
SN69100,63.4597,10.9305,16.25,94.0,12.1,14.1,82.0,4.4,8.7,21,6,2019
SN69100,63.4597,10.9305,15.3,93.0,12.6,11.9,74.0,6.3,1.0,22,6,2019
SN69100,63.4597,10.9305,14.7,92.0,10.8,11.65,76.0,6.0,0.3,23,6,2019
SN69100,63.4597,10.9305,20.1,88.0,6.1,12.9,64.0,2.8,0.05,24,6,2019
SN69100,63.4597,10.9305,17.7,91.0,8.8,14.0,80.0,3.7,0.0,25,6,2019
SN69100,63.4597,10.9305,15.4,89.0,10.5,13.2,74.0,7.1,0.0,26,6,2019
SN69100,63.4597,10.9305,11.8,94.0,10.7,11.45,84.0,8.0,0.4,27,6,2019
SN69100,63.4597,10.9305,13.6,95.0,9.3,11.1,87.0,5.4,2.3,28,6,2019
SN69100,63.4597,10.9305,13.0,97.0,12.3,12.2,91.0,5.7,6.050000000000001,29,6,2019
SN69100,63.4597,10.9305,17.3,98.0,10.9,12.5,91.0,3.9,7.05,30,6,2019
SN69100,63.4597,10.9305,13.75,96.0,10.1,12.2,87.0,5.7,6.550000000000001,1,7,2019
